id,record_name,gene_name,subcell_loc
Q9H9V9,JMJD4_HUMAN,JMJD4,Cytoplasm<br>
Q9H9Y6,RPA2_HUMAN,POLR1B,"Nucleus, nucleolus<br> Chromosome<br>"
Q9H9Z2,LN28A_HUMAN,LIN28A,"Cytoplasm<br> Rough endoplasmic reticulum<br> Cytoplasm, P-body<br> Cytoplasm, Stress granule<br> Nucleus, nucleolus<br> Note=Predominantly cytoplasmic (PubMed:22118463). In the cytoplasm, localizes to peri-endoplasmic reticulum regions and detected in the microsomal fraction derived from rough endoplasmic reticulum (RER) following subcellular fractionation. May be bound to the cytosolic surface of RER on which ER-associated mRNAs are translated (By similarity). Shuttle from the nucleus to the cytoplasm requires RNA-binding (PubMed:17617744). Nucleolar localization is observed in 10-15% of the nuclei in differentiated myotubes (By similarity).<br>"
Q9HA38,ZMAT3_HUMAN,ZMAT3,"Nucleus<br> Nucleus, nucleolus<br>"
Q9HA47,UCK1_HUMAN,UCK1,
Q9HA64,KT3K_HUMAN,FN3KRP,
Q9HA65,TBC17_HUMAN,TBC1D17,"Cytoplasmic vesicle, autophagosome<br> Cytoplasm<br> Recycling endosome<br> Note=In the presence of optineurin/OPTN, may be recruited to recycling endosomes.<br>"
Q9HA77,SYCM_HUMAN,CARS2,Mitochondrion<br>
Q9HA82,CERS4_HUMAN,CERS4,Endoplasmic reticulum membrane<br>
Q9HAB3,S52A2_HUMAN,SLC52A2,Cell membrane<br>
Q9HAB8,PPCS_HUMAN,PPCS,
Q9HAC7,SUCHY_HUMAN,SUGCT,Mitochondrion<br>
Q9HAC8,UBTD1_HUMAN,UBTD1,
Q9HAD4,WDR41_HUMAN,WDR41,Cytoplasm<br>
Q9HAF1,EAF6_HUMAN,MEAF6,"Nucleus, nucleolus<br> Chromosome, centromere, kinetochore<br>"
Q9HAI6,TASL_HUMAN,TASL,Lysosome membrane<br> Endosome membrane<br> Nucleus<br> Cytoplasm<br> Note=Recruited to endolysosome following interaction with SLC15A4 (PubMed:32433612). May colocalize with TLR7 in the endosomal pathway (PubMed:31092820).<br>
Q9HAJ7,SP30L_HUMAN,SAP30L,"<br>[Isoform 1]:<br> Nucleus, nucleolus<br><br>[Isoform 2]:<br> Nucleus, nucleolus<br><br>[Isoform 3]:<br> Nucleus, nucleolus<br>"
Q9HAK2,COE2_HUMAN,EBF2,Nucleus<br>
Q9HAN9,NMNA1_HUMAN,NMNAT1,Nucleus<br>
Q9HAP2,MLXIP_HUMAN,MLXIP,Cytoplasm<br> Nucleus<br> Mitochondrion outer membrane<br> Note=Predominantly cytoplasmic but shuttles between cytoplasm and nucleus when associated with MLX. Also associates with the outer mitochondrial membrane and may shuttle between the outer mitochondrial membrane and the nucleus.<br>
Q9HAP6,LIN7B_HUMAN,LIN7B,"Cell membrane<br> Basolateral cell membrane<br> Cell junction<br> Postsynaptic density membrane<br> Cell junction, tight junction<br> Note=Mainly basolateral in renal epithelial cells.<br>"
Q9HAQ2,KIF9_HUMAN,KIF9,"Cytoplasm, cytoskeleton<br> Cell projection, cilium, flagellum<br> Cytoplasm, cytoskeleton, flagellum axoneme<br>"
Q9HAR2,AGRL3_HUMAN,ADGRL3,"Cell membrane<br> Cell projection, axon<br> Cell junction<br>"
Q9HAS0,NJMU_HUMAN,C17orf75,"Golgi apparatus, trans-Golgi network<br> Cytoplasmic vesicle<br>"
Q9HAS3,S28A3_HUMAN,SLC28A3,<br>[Isoform 1]:<br> Cell membrane<br><br>[Isoform 2]:<br> Endoplasmic reticulum membrane<br>
Q9HAT0,ROP1A_HUMAN,ROPN1,"Cell projection, cilium, flagellum<br> Note=In the sperm tail, found in the principal piece and in the cytoplasmic droplet located at the distal end of the midpiece. Inner surface of the fibrous sheath.<br>"
Q9HAT2,SIAE_HUMAN,SIAE,Lysosome<br> Secreted.
Q9HAT8,PELI2_HUMAN,PELI2,
Q9HAU0,PKHA5_HUMAN,PLEKHA5,Cytoplasm<br>
Q9HAU4,SMUF2_HUMAN,SMURF2,"Nucleus<br> Cytoplasm<br> Cell membrane<br> Membrane raft<br> Note=Cytoplasmic in the presence of SMAD7. Colocalizes with CAV1, SMAD7 and TGF-beta receptor in membrane rafts."
Q9HAU5,RENT2_HUMAN,UPF2,"Cytoplasm, perinuclear region<br> Cytoplasm<br>"
Q9HAU8,RNPL1_HUMAN,RNPEPL1,
Q9HAV0,GBB4_HUMAN,GNB4,
Q9HAV4,XPO5_HUMAN,XPO5,Nucleus<br> Cytoplasm<br> Note=Shuttles between the nucleus and the cytoplasm.
Q9HAV5,TNR27_HUMAN,EDA2R,Membrane; Single-pass type III membrane protein.
Q9HAV7,GRPE1_HUMAN,GRPEL1,Mitochondrion matrix<br>
Q9HAW0,BRF2_HUMAN,BRF2,Nucleus<br>
Q9HAW4,CLSPN_HUMAN,CLSPN,Nucleus<br>
Q9HAW7,UD17_HUMAN,UGT1A7,Endoplasmic reticulum membrane<br>
Q9HAW8,UD110_HUMAN,UGT1A10,Endoplasmic reticulum membrane<br>
Q9HAW9,UD18_HUMAN,UGT1A8,Endoplasmic reticulum membrane<br>
Q9HAY6,BCDO1_HUMAN,BCO1,"Cytoplasm, cytosol<br>"
Q9HAZ1,CLK4_HUMAN,CLK4,Nucleus<br>
Q9HAZ2,PRD16_HUMAN,PRDM16,Nucleus<br> Cytoplasm<br>
Q9HB03,ELOV3_HUMAN,ELOVL3,Endoplasmic reticulum membrane<br>
Q9HB07,MYG1_HUMAN,MYG1,"Nucleus, nucleoplasm<br> Mitochondrion matrix<br> Nucleus, nucleolus<br>"
Q9HB19,PKHA2_HUMAN,PLEKHA2,"Cytoplasm<br> Cell membrane<br> Nucleus<br> Note=Locates to the plasma membrane after treatments that stimulate the production of PtdIns3,4P2.<br>"
Q9HB20,PKHA3_HUMAN,PLEKHA3,"Golgi apparatus, trans-Golgi network membrane<br> Note=Localizes to ER-trans Golgi network (TGN) contacts sites.<br>"
Q9HB21,PKHA1_HUMAN,PLEKHA1,"Cytoplasm<br> Cell membrane<br> Note=Locates to the plasma membrane after treatments that stimulate the production of PtdIns3,4P2.<br>"
Q9HB29,ILRL2_HUMAN,IL1RL2,Membrane; Single-pass type I membrane protein<br>
Q9HB55,CP343_HUMAN,CYP3A43,Endoplasmic reticulum membrane; Peripheral membrane protein. Microsome membrane; Peripheral membrane protein.
Q9HB58,SP110_HUMAN,SP110,Nucleus<br> Note=Found in the nuclear body.<br>
Q9HB63,NET4_HUMAN,NTN4,"Secreted, extracellular space, extracellular matrix, basement membrane<br> Note=Major component."
Q9HB65,ELL3_HUMAN,ELL3,Nucleus<br>
Q9HB71,CYBP_HUMAN,CACYBP,"Nucleus<br> Cytoplasm<br> Note=Cytoplasmic at low calcium concentrations. In neuroblastoma cells, after a retinoic acid (RA) induction and calcium increase, it localizes in both the nucleus and cytoplasm. The nuclear fraction may be phosphorylated."
Q9HB75,PIDD1_HUMAN,PIDD1,Cytoplasm<br> Nucleus<br> Note=Enriched in the nucleus upon DNA damage.<br>
Q9HB89,NMUR1_HUMAN,NMUR1,Cell membrane; Multi-pass membrane protein.
Q9HB90,RRAGC_HUMAN,RRAGC,"Cytoplasm<br> Nucleus<br> Lysosome membrane<br> Note=Predominantly cytoplasmic (PubMed:11073942). Recruited to the lysosome surface by the Ragulator complex (PubMed:20381137, PubMed:28935770). May shuttle between the cytoplasm and nucleus, depending on the bound nucleotide state of associated RRAGA (PubMed:11073942).<br>"
Q9HB96,FANCE_HUMAN,FANCE,Nucleus<br>
Q9HBA0,TRPV4_HUMAN,TRPV4,"Cell membrane<br> Apical cell membrane<br> Cell junction, adherens junction<br> Cell projection, cilium<br> Note=Assembly of the putative homotetramer occurs primarily in the endoplasmic reticulum (PubMed:16293632, PubMed:20037587, PubMed:20037588). Localization to the cell membrane is inhibited by WNK kinases (WNK1, WNK2, WNK3 or WNK4) in a kinase-independent mechanism (PubMed:16403833).<br><br>[Isoform 1]:<br> Cell membrane<br><br>[Isoform 5]:<br> Cell membrane<br><br>[Isoform 2]:<br> Endoplasmic reticulum<br><br>[Isoform 4]:<br> Endoplasmic reticulum<br><br>[Isoform 6]:<br> Endoplasmic reticulum<br>"
Q9HBB8,CDHR5_HUMAN,CDHR5,"Apical cell membrane<br> Cell projection, microvillus membrane<br>"
Q9HBD1,RC3H2_HUMAN,RC3H2,"Cytoplasm, P-body<br> Note=During stress, such as that induced by arsenite, localizes to cytosolic stress granules. Localization to stress granules, but not to P-bodies, depends upon the RING-type zinc finger.<br>"
Q9HBE1,PATZ1_HUMAN,PATZ1,Nucleus<br>
Q9HBE4,IL21_HUMAN,IL21,Secreted<br>
Q9HBE5,IL21R_HUMAN,IL21R,Membrane; Single-pass type I membrane protein.
Q9HBF4,ZFYV1_HUMAN,ZFYVE1,"Golgi apparatus, Golgi stack<br> Golgi apparatus<br> Endoplasmic reticulum<br> Lipid droplet<br> Preautophagosomal structure<br> Mitochondrion<br> Note=Resides predominantly in the cisternal stacks of the Golgi (PubMed:11256955). Colocalizes with TRIM13 on the perinuclear endoplasmic reticulum (PubMed:22178386). During starvation conditions, localizes to omegasomes which are endoplasmic reticulum connected strutures at the origin of preautophagosomal structures (PubMed:31293035, PubMed:25876663). Localizes to lipid droplets in the presence of oleic acid (PubMed:31293035, PubMed:30970241).<br>"
Q9HBG4,VPP4_HUMAN,ATP6V0A4,Apical cell membrane<br> Basolateral cell membrane<br> Note=Localizes to the apical surface of alpha- intercalated cells in the cortical collecting ducts of the distal nephron (PubMed:10973252). Localizes to the basolateral surface of beta-intercalated cells in the cortical collecting ducts of the distal nephron (By similarity).<br>
Q9HBG6,IF122_HUMAN,IFT122,"Cell projection, cilium<br> Cytoplasm, cytoskeleton, cilium basal body<br> Note=Localizes to photoreceptor connecting cilia.<br>"
Q9HBG7,LY9_HUMAN,LY9,Membrane; Single-pass type I membrane protein. Cell membrane<br>
Q9HBH0,RHOF_HUMAN,RHOF,"Cell membrane<br> Cytoplasm, cytoskeleton."
Q9HBH1,DEFM_HUMAN,PDF,Mitochondrion<br>
Q9HBH5,RDH14_HUMAN,RDH14,
Q9HBH7,BEX1_HUMAN,BEX1,Nucleus<br> Cytoplasm<br> Note=Shuttles between the cytoplasm and the nucleus. Predominantly nuclear.<br>
Q9HBH9,MKNK2_HUMAN,MKNK2,"<br>[Isoform 2]:<br> Nucleus, PML body.<br>[Isoform 1]:<br> Cytoplasm."
Q9HBI0,PARVG_HUMAN,PARVG,"Cell junction, focal adhesion. Cell membrane<br> Cytoplasm, cytoskeleton<br> Note=Constituent of focal adhesions.<br>"
Q9HBI1,PARVB_HUMAN,PARVB,"Cell junction, focal adhesion. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasm, cytoskeleton. Cell projection, lamellipodium. Cytoplasm, myofibril, sarcomere. Cytoplasm, myofibril, sarcomere, Z line. Note=Constituent of focal adhesions. Detected at the tips of the leading edge of cells. Colocalizes with F-actin at the tips of lamellipodia."
Q9HBI6,CP4FB_HUMAN,CYP4F11,Endoplasmic reticulum membrane<br> Microsome membrane<br>
Q9HBJ8,CLTRN_HUMAN,CLTRN,Cell membrane<br> Note=Localizes to the brush border membranes of cells in the proximal tubules of kidney (By similarity). Colocalizes with SLC6A19 in the early proximal S1 tubule (By similarity).<br>
Q9HBK9,AS3MT_HUMAN,AS3MT,"Cytoplasm, cytosol<br>"
Q9HBL0,TENS1_HUMAN,TNS1,"Cell surface<br> Cell junction, focal adhesion<br> Cytoplasm, cytoskeleton<br> Note=Localizes to both focal adhesions and fibrillar adhesions (PubMed:20069572). Localized at the cell periphery preferentially to fibrillar adhesions rather than to focal adhesions. Translocates from the cell edge to the cell center in an ITGB1BP1-dependent manner (PubMed:21768292).<br>"
Q9HBL8,NMRL1_HUMAN,NMRAL1,"Cytoplasm. Cytoplasm, perinuclear region. Nucleus. Note=Under normal redox growth conditions localizes in the cytoplasm and perinuclear region. Nuclear localization is promoted by increased intracellular nitric oxide and reduced NADPH/NADP(+) ratios."
Q9HBM0,VEZA_HUMAN,VEZT,"Cell membrane<br> Cell projection, stereocilium membrane<br> Cell junction, adherens junction<br> Nucleus<br> Cytoplasmic vesicle, secretory vesicle, acrosome<br>"
Q9HBM1,SPC25_HUMAN,SPC25,"Nucleus. Chromosome, centromere, kinetochore<br> Note=Localizes to kinetochores from late prophase to anaphase (PubMed:14738735). Localizes specifically to the outer plate of the kinetochore (PubMed:14738735, PubMed:14699129).<br>"
Q9HBM6,TAF9B_HUMAN,TAF9B,Nucleus<br>
Q9HBT6,CAD20_HUMAN,CDH20,Cell membrane; Single-pass type I membrane protein.
Q9HBT8,Z286A_HUMAN,ZNF286A,Nucleus<br>
Q9HBU1,BARX1_HUMAN,BARX1,Nucleus<br>
Q9HBU6,EKI1_HUMAN,ETNK1,Cytoplasm<br>
Q9HBV2,SACA1_HUMAN,SPACA1,"Cytoplasmic vesicle, secretory vesicle, acrosome inner membrane<br> Note=Primarily found in the equatorial segment of the acrosome (PubMed:11870081). The tyrosine phosphorylated protein localizes to a smaller region within the equatorial segment (By similarity). Also expressed weakly in the principal segment (PubMed:11870081).<br>"
Q9HBW0,LPAR2_HUMAN,LPAR2,Cell surface<br> Cell membrane<br> Note=Prior to LPA treatment found predominantly at the cell surface but in the presence of LPA colocalizes with RALA in the endocytic vesicles.
Q9HBW1,LRRC4_HUMAN,LRRC4,Membrane; Single-pass type I membrane protein. Postsynaptic cell membrane<br> Note=LRRC4 and DLG4 are interdependent for synaptic localization.<br>
Q9HBW9,AGRL4_HUMAN,ADGRL4,Cell membrane<br>
Q9HBX8,LGR6_HUMAN,LGR6,Cell membrane<br>
Q9HBX9,RXFP1_HUMAN,RXFP1,Cell membrane<br>
Q9HBY0,NOX3_HUMAN,NOX3,Cell membrane<br>
Q9HBY8,SGK2_HUMAN,SGK2,Cytoplasm<br> Nucleus<br>
Q9HBZ2,ARNT2_HUMAN,ARNT2,Nucleus<br>
Q9HC07,TM165_HUMAN,TMEM165,Golgi apparatus membrane<br>
Q9HC10,OTOF_HUMAN,OTOF,"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane<br> Basolateral cell membrane<br> Endoplasmic reticulum membrane<br> Golgi apparatus membrane<br> Presynaptic cell membrane<br> Cell membrane<br> Note=Detected at basolateral cell membrane with synaptic vesicles surrounding the ribbon and at the presynaptic plasma membrane in the inner hair cells (IHCs) at postnatal day 30 (P30). Colocalizes with GPR25 and RAB8B in inner hair cells.<br>"
Q9HC16,ABC3G_HUMAN,APOBEC3G,"Cytoplasm. Nucleus. Cytoplasm, P-body. Note=Mainly cytoplasmic. Small amount are found in the nucleus. During HIV-1 infection, virion-encapsidated in absence of HIV-1 Vif."
Q9HC21,TPC_HUMAN,SLC25A19,Mitochondrion membrane<br>
Q9HC23,PROK2_HUMAN,PROK2,Secreted.
Q9HC24,LFG4_HUMAN,TMBIM4,Golgi apparatus membrane<br>
Q9HC29,NOD2_HUMAN,NOD2,"Cell membrane<br> Basolateral cell membrane<br> Cytoplasm<br> Mitochondrion<br> Note=Palmitoylation promotes localization to the cell membrane, where it detects bacterial invasion at the point of entry.<br><br>[Isoform 3]:<br> Cytoplasm<br>"
Q9HC35,EMAL4_HUMAN,EML4,"Cytoplasm, cytoskeleton<br> Cytoplasm<br> Cytoplasm, cytoskeleton, spindle<br> Cytoplasm, cytoskeleton, microtubule organizing center<br> Midbody<br> Note=Localizes to microtubules (MTs) during interphase with a significantly reduced affinity for MTs during mitosis.<br>"
Q9HC36,MRM3_HUMAN,MRM3,Mitochondrion<br>
Q9HC52,CBX8_HUMAN,CBX8,Nucleus<br>
Q9HC58,NCKX3_HUMAN,SLC24A3,Cell membrane<br>
Q9HC62,SENP2_HUMAN,SENP2,"Nucleus, nuclear pore complex<br> Nucleus membrane<br> Cytoplasm<br> Note=Shuttles between cytoplasm and nucleus.<br>"
Q9HC73,CRLF2_HUMAN,CRLF2,<br>[Isoform 1]:<br> Cell membrane<br><br>[Isoform 2]:<br> Secreted<br>
Q9HC77,CENPJ_HUMAN,CENPJ,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome<br> Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole<br> Note=Localized within the center of microtubule asters (PubMed:11003675). During centriole biogenesis, it is concentrated within the proximal lumen of both parental centrioles and procentrioles (PubMed:17681131).<br>"
Q9HC78,ZBT20_HUMAN,ZBTB20,Nucleus<br>
Q9HC84,MUC5B_HUMAN,MUC5B,Secreted.
Q9HC96,CAN10_HUMAN,CAPN10,
Q9HC97,GPR35_HUMAN,GPR35,Cell membrane<br> Note=Internalized to the cytoplasm after exposure to kynurenic acid.
Q9HC98,NEK6_HUMAN,NEK6,"Cytoplasm. Nucleus. Nucleus speckle. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Cytoplasm, cytoskeleton, spindle pole. Note=Colocalizes with APBB1 at the nuclear speckles. Colocalizes with PIN1 in the nucleus. Colocalizes with ATF4, CIR1, ARHGAP33, ANKRA2, CDC42, NEK9, RAD26L, RBBP6, RPS7, TRIP4, RELB and PHF1 in the centrosome. Localizes to spindle microtubules in metaphase and anaphase and to the midbody during cytokinesis."
Q9HCB6,SPON1_HUMAN,SPON1,"Secreted, extracellular space, extracellular matrix<br>"
Q9HCC0,MCCB_HUMAN,MCCC2,Mitochondrion matrix<br>
Q9HCC8,GDPD2_HUMAN,GDPD2,"Cell membrane; Multi-pass membrane protein. Cytoplasm. Cytoplasm, cytoskeleton<br> Note=Colocalizes with the actin cytoskeleton.<br>"
Q9HCC9,LST2_HUMAN,ZFYVE28,"Cytoplasm, cytosol<br> Early endosome membrane<br> Note=Localizes to early endosome membrane in absence of Lys-87 monoubiquitination. Localizes to cytosol when monoubiquitinated."
Q9HCD5,NCOA5_HUMAN,NCOA5,Nucleus.
Q9HCD6,TANC2_HUMAN,TANC2,"Cell projection, dendritic spine<br>"
Q9HCE0,EPG5_HUMAN,EPG5,"Cytoplasm, perinuclear region<br> Lysosome<br>"
Q9HCE1,MOV10_HUMAN,MOV10,"Cytoplasm, P-body<br> Cytoplasm, Cytoplasmic ribonucleoprotein granule<br> Cytoplasm, Stress granule<br> Nucleus<br> Cytoplasm<br> Note=Co-enriched in cytoplasmic foci with TUT4 (PubMed:30122351). In developing neurons, localizes both in nucleus and cytoplasm, but in the adulthood it is only cytoplasmic (By similarity). After infection, relocalizes to the DENV replication complex in perinuclear regions (PubMed:27974568).<br>"
Q9HCE5,MET14_HUMAN,METTL14,Nucleus<br>
Q9HCE6,ARGAL_HUMAN,ARHGEF10L,Cytoplasm<br>
Q9HCE7,SMUF1_HUMAN,SMURF1,Cytoplasm<br> Cell membrane<br>
Q9HCE9,ANO8_HUMAN,ANO8,Cell membrane<br> Note=Shows predominantly an intracellular localization with a weak expression in the cell membrane.
Q9HCF6,TRPM3_HUMAN,TRPM3,Cell membrane<br>
Q9HCG7,GBA2_HUMAN,GBA2,Endoplasmic reticulum membrane<br> Golgi apparatus membrane<br> Note=Localization to the plasma membrane and alternative topologies have also been reported.<br>
Q9HCG8,CWC22_HUMAN,CWC22,"Nucleus<br> Nucleus speckle<br> Note=Concentrates around speckles, which are sites of pre-mRNA synthesis and processing, where it colocalizes with EJC core proteins.<br>"
Q9HCH0,NCK5L_HUMAN,NCKAP5L,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome<br> Note=Localizes to microtubule plus ends (PubMed:26485573, PubMed:26482847). Associates with centrosomes during interphase, but dissociates from these structures from the onset of mitosis (PubMed:26549230).<br>"
Q9HCH3,CPNE5_HUMAN,CPNE5,Perikaryon<br> Cell projection<br>
Q9HCH5,SYTL2_HUMAN,SYTL2,<br>[Isoform 1]:<br> Cytoplasm<br> Cell membrane<br> Note=Recruited on vesicular structures in cytotoxic T-lymphocytes (CTL) by RAB27A.<br><br>[Isoform 4]:<br> Cell membrane<br> Note=In the pancreatic alpha cells distributed in both peripheral and anterior regions. Localizes on the glucagon granules in the cell periphery.<br>
Q9HCI5,MAGE1_HUMAN,MAGEE1,"Cytoplasm, perinuclear region<br> Nucleus<br> Cell membrane<br> Note=In the skeletal muscle, found at the postsynaptic membrane and is associated with a subset of myonuclei. May reside within nuclei and/or in perinuclear compartments. In peripheral nerves, colocalizes with DTNA in the Schwann cell membrane (By similarity).<br>"
Q9HCI7,MSL2_HUMAN,MSL2,
Q9HCJ0,TNR6C_HUMAN,TNRC6C,
Q9HCJ1,ANKH_HUMAN,ANKH,Cell membrane<br>
Q9HCJ2,LRC4C_HUMAN,LRRC4C,Postsynaptic cell membrane<br>
Q9HCK0,ZBT26_HUMAN,ZBTB26,Nucleus<br>
Q9HCK4,ROBO2_HUMAN,ROBO2,Membrane<br>
Q9HCK5,AGO4_HUMAN,AGO4,"Cytoplasm, P-body<br>"
Q9HCK8,CHD8_HUMAN,CHD8,Nucleus<br> Note=Localizes to the promoter regions of several CTNNB1-responsive genes. Also present at known CTCF target sites.<br>
Q9HCL2,GPAT1_HUMAN,GPAM,Mitochondrion outer membrane<br>
Q9HCM1,RESF1_HUMAN,RESF1,Nucleus<br> Note=Localizes around gamma-tubulin during M phase.<br>
Q9HCM2,PLXA4_HUMAN,PLXNA4,Cell membrane<br>
Q9HCM3,K1549_HUMAN,KIAA1549,"Membrane<br> Cell projection, cilium<br> Note=In the retinal photoreceptor cells, localizes at the connecting cilium, a thin bridge linking the cell body and the light-sensing outer segment.<br>"
Q9HCM4,E41L5_HUMAN,EPB41L5,"Cytoplasm<br> Cell junction, adherens junction<br> Cell membrane<br> Photoreceptor inner segment<br>"
Q9HCM9,TRI39_HUMAN,TRIM39,"<br>[Isoform 1]:<br> Cytoplasm, cytosol<br> Mitochondrion<br> Nucleus<br> Note=Found predominantly in the cytosol. Partial shift from the cytosol to the mitochondria when colocalized with MOAP1. Colocalizes with CDKN1A in the nucleus.<br><br>[Isoform 2]:<br> Nucleus<br> Note=Colocalizes with CDKN1A in the nucleus.<br>"
Q9HCN3,PGAP6_HUMAN,PGAP6,Cell membrane<br> Lysosome membrane<br>
Q9HCN4,GPN1_HUMAN,GPN1,Cytoplasm<br> Nucleus<br> Note=Shuttles between the nucleus and the cytoplasm.<br>
Q9HCN6,GPVI_HUMAN,GP6,<br>[Isoform 1]:<br> Cell membrane; Single-pass membrane protein.<br>[Isoform 2]:<br> Cell membrane; Single-pass membrane protein.
Q9HCP0,KC1G1_HUMAN,CSNK1G1,Cytoplasm.
Q9HCP6,HHATL_HUMAN,HHATL,Endoplasmic reticulum membrane<br>
Q9HCQ5,GALT9_HUMAN,GALNT9,Golgi apparatus membrane<br>
Q9HCQ7,NPVF_HUMAN,NPVF,Secreted.
Q9HCR9,PDE11_HUMAN,PDE11A,"Cytoplasm, cytosol<br>"
Q9HCS2,CP4FC_HUMAN,CYP4F12,Endoplasmic reticulum membrane<br> Microsome membrane<br>
Q9HCS4,TF7L1_HUMAN,TCF7L1,Nucleus.
Q9HCS7,SYF1_HUMAN,XAB2,Nucleus<br> Note=Detected in the splicing complex carrying pre-mRNA.<br>
Q9HCU0,CD248_HUMAN,CD248,Membrane<br>
Q9HCU4,CELR2_HUMAN,CELSR2,Cell membrane; Multi-pass membrane protein.
Q9HCU5,PREB_HUMAN,PREB,"Endoplasmic reticulum membrane<br> Nucleus<br> Note=Concentrates at endoplasmic reticulum exit sites (ERES), also known as transitional endoplasmic reticulum (tER).<br>"
Q9HCU8,DPOD4_HUMAN,POLD4,"Nucleus<br> Note=Partially recruited to DNA damage sites within 2 hours following UV irradiation, before degradation.<br>"
Q9HCU9,BRMS1_HUMAN,BRMS1,Nucleus. Cytoplasm. Note=Predominantly nuclear.
Q9HCX3,ZN304_HUMAN,ZNF304,Nucleus<br> Note=Associates with chromatin (PubMed:24623306).<br>
Q9HCX4,TRPC7_HUMAN,TRPC7,Cell membrane<br> Nucleus envelope<br>
Q9HCY8,S10AE_HUMAN,S100A14,Cytoplasm<br>
Q9HD15,SRA1_HUMAN,SRA1,Nucleus<br> Cytoplasm<br>
Q9HD20,AT131_HUMAN,ATP13A1,Endoplasmic reticulum membrane<br>
Q9HD23,MRS2_HUMAN,MRS2,Mitochondrion inner membrane<br>
